gene,profile,n_models,pearson_r,p_value,fdr,rank_positive
SPTAN1,C-604 2 uM endpoint vs dependency strength,689,0.10465883598451797,0.005964318557378096,0.463879586006064,94
FUZ,C-604 2 uM endpoint vs dependency strength,689,0.10433640834957018,0.0061211740443429105,0.463879586006064,95
FOSB,C-604 2 uM endpoint vs dependency strength,689,0.10423649379297587,0.006170527646044235,0.463879586006064,96
KCNJ3,C-604 2 uM endpoint vs dependency strength,689,0.10409677201613836,0.006240143941285457,0.463879586006064,97
PAGE1,C-604 2 uM endpoint vs dependency strength,689,0.1039621559172646,0.006307882837560757,0.463879586006064,98
TPRA1,C-604 2 uM endpoint vs dependency strength,689,0.10384867311060439,0.006365499681170785,0.463879586006064,99
LAS1L,C-604 2 uM endpoint vs dependency strength,689,0.10381276977377475,0.006383826473135639,0.463879586006064,100
PABPC1,C-604 2 uM endpoint vs dependency strength,689,0.10379357608144103,0.006393643278680189,0.463879586006064,101
REEP4,C-604 2 uM endpoint vs dependency strength,689,0.10368279826212605,0.006450567020263161,0.463879586006064,102
DNAJC22,C-604 2 uM endpoint vs dependency strength,689,0.10351685222801378,0.006536690637262277,0.463879586006064,103
CIDEB,C-604 2 uM endpoint vs dependency strength,689,0.10349942062682128,0.006545797015856769,0.463879586006064,104
CCPG1,C-604 2 uM endpoint vs dependency strength,689,0.1034442713073593,0.006574682402349972,0.463879586006064,105
CCNI,C-604 2 uM endpoint vs dependency strength,689,0.10343274759254414,0.006580732569793051,0.463879586006064,106
THNSL2,C-604 2 uM endpoint vs dependency strength,689,0.10342856695812509,0.006582928716287825,0.463879586006064,107
PON1,C-604 2 uM endpoint vs dependency strength,689,0.10339116119926488,0.006602607776246752,0.463879586006064,108
COQ5,C-604 2 uM endpoint vs dependency strength,689,0.10334970229965594,0.006624480840498021,0.463879586006064,109
CCM2,C-604 2 uM endpoint vs dependency strength,689,0.10331005338327488,0.0066454597781883725,0.463879586006064,110
METTL1,C-604 2 uM endpoint vs dependency strength,689,0.10322748166863083,0.006689341343344581,0.463879586006064,111
PARN,C-604 2 uM endpoint vs dependency strength,689,0.10321250144157276,0.006697330168940841,0.463879586006064,112
CAP1,C-604 2 uM endpoint vs dependency strength,689,0.10284951060428277,0.006893544552978023,0.4695933164944372,113
RAB6A,C-604 2 uM endpoint vs dependency strength,689,0.1025492992832009,0.007059700127772419,0.4726153334565154,114
PICALM,C-604 2 uM endpoint vs dependency strength,689,0.10231050368811426,0.007194417027430695,0.4760767113728658,115
TWNK,C-604 2 uM endpoint vs dependency strength,689,0.10217732720834082,0.007270544669562589,0.47927096183840745,116
GMEB1,C-604 2 uM endpoint vs dependency strength,689,0.10210559982961902,0.007311844321116817,0.4801537463542551,117
WDR1,C-604 2 uM endpoint vs dependency strength,689,0.10167281540343515,0.007565522592549711,0.48593918128267827,118
RARG,C-604 2 uM endpoint vs dependency strength,689,0.10166628481502941,0.0075694100891460486,0.48593918128267827,119
DPCD,C-604 2 uM endpoint vs dependency strength,689,0.10146578043817288,0.007689638380727539,0.4891852109802682,120
CXCL8,C-604 2 uM endpoint vs dependency strength,689,0.10143469786276364,0.007708428516747067,0.4891852109802682,121
GRPR,C-604 2 uM endpoint vs dependency strength,689,0.10126785213888627,0.007809994064046088,0.4900384561155396,122
GNAI3,C-604 2 uM endpoint vs dependency strength,689,0.10113843034066684,0.00788960033988293,0.4918136733611804,123
TFDP1,C-604 2 uM endpoint vs dependency strength,689,0.10094031340281882,0.00801286560413449,0.49363426087616996,124
ACRBP,C-604 2 uM endpoint vs dependency strength,689,0.10090730194259348,0.008033571231928369,0.49363426087616996,125
UNC119,C-604 2 uM endpoint vs dependency strength,689,0.10074834352760259,0.008133944740717887,0.49373561069522787,126
ARHGEF7,C-604 2 uM endpoint vs dependency strength,689,0.10072306508763328,0.00815000949941556,0.49373561069522787,127
XRCC4,C-604 2 uM endpoint vs dependency strength,689,0.10051949223675834,0.008280418964525558,0.4962709512381069,128
MCEE,C-604 2 uM endpoint vs dependency strength,689,0.10047326629854685,0.008310289749077921,0.4962709512381069,129
FBXW12,C-604 2 uM endpoint vs dependency strength,689,0.10043578241587302,0.00833458208274834,0.4962709512381069,130
DR1,C-604 2 uM endpoint vs dependency strength,689,0.10040335319537581,0.00835564974116122,0.4962709512381069,131
VMA22,C-604 2 uM endpoint vs dependency strength,689,0.10031965334014559,0.008410245220271107,0.4962709512381069,132
WDR5B,C-604 2 uM endpoint vs dependency strength,689,0.10025678620329655,0.008451461128321146,0.4962709512381069,133
TOP2A,C-604 2 uM endpoint vs dependency strength,689,0.10014336105975856,0.008526279206655319,0.497903558483482,134
DHPS,C-604 2 uM endpoint vs dependency strength,689,0.0998257320976823,0.00873894929785057,0.5028549253161173,135
TAOK1,C-604 2 uM endpoint vs dependency strength,689,0.09959346148281036,0.008897448237169614,0.506773477326943,136
SCD,C-604 2 uM endpoint vs dependency strength,689,0.09955365338973614,0.008924868563212073,0.506773477326943,137
HTR2A,C-604 2 uM endpoint vs dependency strength,689,0.09942379594686195,0.009014840321156424,0.5101984464654482,138
NCR2,C-604 2 uM endpoint vs dependency strength,689,0.09932533343766545,0.009083597858824967,0.5107297423564822,139
KRTAP10_9,C-604 2 uM endpoint vs dependency strength,689,0.09906204776167278,0.009269753621502971,0.511382675284434,140
HMGB1,C-604 2 uM endpoint vs dependency strength,689,0.09887398563539712,0.009404794723837567,0.511382675284434,141
PTOV1,C-604 2 uM endpoint vs dependency strength,689,0.09878367874164616,0.009470261210460752,0.511382675284434,142
DHX37,C-604 2 uM endpoint vs dependency strength,689,0.09875126259472182,0.009493859488017092,0.511382675284434,143
IFITM2,C-604 2 uM endpoint vs dependency strength,689,0.09865092788238027,0.009567233046481848,0.511382675284434,144
ITGB1,C-604 2 uM endpoint vs dependency strength,689,0.09861099919235118,0.009596572471122548,0.511382675284434,145
KAT14,C-604 2 uM endpoint vs dependency strength,689,0.09849470615346508,0.009682480667674444,0.511382675284434,146
PLEKHB1,C-604 2 uM endpoint vs dependency strength,689,0.09835102514675033,0.009789565160490602,0.5130216849570084,147
DACT3,C-604 2 uM endpoint vs dependency strength,689,0.09830199680067506,0.009826345912666602,0.5130216849570084,148
AARD,C-604 2 uM endpoint vs dependency strength,689,0.09800479136233596,0.0100519489435986,0.5172429968942315,149
FBP2,C-604 2 uM endpoint vs dependency strength,689,0.09796283738522364,0.010084163389250342,0.5172429968942315,150
CDX2,C-604 2 uM endpoint vs dependency strength,689,0.0977334888851206,0.010261895810208936,0.5172429968942315,151
STN1,C-604 2 uM endpoint vs dependency strength,689,0.09753369547663568,0.010418986441402833,0.5172429968942315,152
VMA21,C-604 2 uM endpoint vs dependency strength,689,0.09746399994134074,0.010474285814101491,0.5172429968942315,153
VPS45,C-604 2 uM endpoint vs dependency strength,689,0.09739404049687536,0.010530056456351196,0.5172429968942315,154
HEBP1,C-604 2 uM endpoint vs dependency strength,689,0.09733006789839842,0.010581285011685189,0.5172429968942315,155
GPRIN3,C-604 2 uM endpoint vs dependency strength,689,0.09731336176221396,0.010594699472119518,0.5172429968942315,156
ZNF24,C-604 2 uM endpoint vs dependency strength,689,0.097244967945591,0.010649774885058512,0.5172429968942315,157
FANCE,C-604 2 uM endpoint vs dependency strength,689,0.09720904970414193,0.010678800346959137,0.5172429968942315,158
HUS1,C-604 2 uM endpoint vs dependency strength,689,0.09698749359225427,0.010859396178614096,0.5172429968942315,159
CD37,C-604 2 uM endpoint vs dependency strength,689,0.09697896791308984,0.01086639947111133,0.5172429968942315,160
PRR19,C-604 2 uM endpoint vs dependency strength,689,0.09691982536502011,0.01091509160549946,0.5172429968942315,161
NEK3,C-604 2 uM endpoint vs dependency strength,689,0.09675748728158756,0.011049740601278989,0.5172429968942315,162
HINT2,C-604 2 uM endpoint vs dependency strength,689,0.09674341015642537,0.011061485760247585,0.5172429968942315,163
SLC17A8,C-604 2 uM endpoint vs dependency strength,689,0.09670517632132894,0.011093441781689707,0.5172429968942315,164
TATDN3,C-604 2 uM endpoint vs dependency strength,689,0.09660915887900015,0.011174054686860228,0.5195935429390005,165
CLDN15,C-604 2 uM endpoint vs dependency strength,689,0.09656482592253492,0.01121144996637105,0.5199272147477464,166
LPCAT3,C-604 2 uM endpoint vs dependency strength,689,0.09646092252541946,0.011299528352633564,0.5212021053808592,167
ARGFX,C-604 2 uM endpoint vs dependency strength,689,0.09632769821602254,0.011413358574950457,0.5230351063323706,168
VTI1B,C-604 2 uM endpoint vs dependency strength,689,0.09628597243710586,0.011449218411990852,0.5230351063323706,169
RCBTB2,C-604 2 uM endpoint vs dependency strength,689,0.0961682852476068,0.011550898965744022,0.5230351063323706,170
UPK3A,C-604 2 uM endpoint vs dependency strength,689,0.09616693682443064,0.011552068608329021,0.5230351063323706,171
M1AP,C-604 2 uM endpoint vs dependency strength,689,0.09602739142062305,0.011673680846691965,0.5271540130376253,172
ARSI,C-604 2 uM endpoint vs dependency strength,689,0.09595458504856037,0.01173757956094666,0.5280985748786476,173
WBP2NL,C-604 2 uM endpoint vs dependency strength,689,0.0956945764570659,0.011968310885128846,0.5315958537878337,174
BBS9,C-604 2 uM endpoint vs dependency strength,689,0.09558628808380924,0.012065583356329346,0.5315958537878337,175
SLC17A7,C-604 2 uM endpoint vs dependency strength,689,0.09555717036032416,0.012091858003578914,0.5315958537878337,176
MPLKIP,C-604 2 uM endpoint vs dependency strength,689,0.0954328466826924,0.012204612743167354,0.5315958537878337,177
KLHL3,C-604 2 uM endpoint vs dependency strength,689,0.09517705555980338,0.01243952907713061,0.5356344074793399,178
HMGXB3,C-604 2 uM endpoint vs dependency strength,689,0.09510618298765328,0.012505320789509397,0.5356344074793399,179
SYT6,C-604 2 uM endpoint vs dependency strength,689,0.09491424489566747,0.01268504511258866,0.5362220131700183,180
RREB1,C-604 2 uM endpoint vs dependency strength,689,0.09489356254850136,0.01270454686349595,0.5362220131700183,181
TNS4,C-604 2 uM endpoint vs dependency strength,689,0.0947676828509723,0.012823813071065386,0.5362220131700183,182
RBM18,C-604 2 uM endpoint vs dependency strength,689,0.09475155773088009,0.012839162214407692,0.5362220131700183,183
DCPS,C-604 2 uM endpoint vs dependency strength,689,0.09469642197283719,0.012891767338628115,0.5362220131700183,184
DUSP23,C-604 2 uM endpoint vs dependency strength,689,0.09465559662087596,0.01293084139615917,0.5362220131700183,185
EWSR1,C-604 2 uM endpoint vs dependency strength,689,0.09463145532558123,0.012953996252422098,0.5362220131700183,186
JMJD1C,C-604 2 uM endpoint vs dependency strength,689,0.09445706144013435,0.013122354114052631,0.5362220131700183,187
FNTB,C-604 2 uM endpoint vs dependency strength,689,0.09442658917534415,0.013151969023273879,0.5362220131700183,188
TRIM28,C-604 2 uM endpoint vs dependency strength,689,0.09435384058099289,0.013222909357577342,0.5362220131700183,189
MECR,C-604 2 uM endpoint vs dependency strength,689,0.09434432035871923,0.013232217876161927,0.5362220131700183,190
TARDBP,C-604 2 uM endpoint vs dependency strength,689,0.09428433613831377,0.013291001279991653,0.5362220131700183,191
LRRC43,C-604 2 uM endpoint vs dependency strength,689,0.09427564463268885,0.013299537869731733,0.5362220131700183,192
LYZL4,C-604 2 uM endpoint vs dependency strength,689,0.09418951283911996,0.01338439624595779,0.536779807486489,193
KNTC1,C-604 2 uM endpoint vs dependency strength,689,0.0941464115756553,0.013427039259118015,0.5369576957278321,194
RND3,C-604 2 uM endpoint vs dependency strength,689,0.09412199373227667,0.013451250616605384,0.5369576957278321,195
TECR,C-604 2 uM endpoint vs dependency strength,689,0.09408320244924308,0.013489793025787924,0.537249743075651,196
TAF1C,C-604 2 uM endpoint vs dependency strength,689,0.09389135405909889,0.013681845664952693,0.5436400800589171,197
LBH,C-604 2 uM endpoint vs dependency strength,689,0.09382212419337885,0.013751738624327837,0.5445663136530311,198
SLC9A7,C-604 2 uM endpoint vs dependency strength,689,0.09371641091620421,0.013859071499645093,0.5447139726658373,199
H2BW2,C-604 2 uM endpoint vs dependency strength,689,0.09367743173861096,0.013898833711148072,0.5447139726658373,200
MRGPRE,C-604 2 uM endpoint vs dependency strength,689,0.09360890179996506,0.0139689840203401,0.5456582342442606,201
RIOX2,C-604 2 uM endpoint vs dependency strength,689,0.09359197643556999,0.01398635752988776,0.5456582342442606,202
MRPL28,C-604 2 uM endpoint vs dependency strength,689,0.09352785704058941,0.01405234739921103,0.5469923914104655,203
SCN3B,C-604 2 uM endpoint vs dependency strength,689,0.09347931476254061,0.014102487953372121,0.5477049779633574,204
ZNHIT6,C-604 2 uM endpoint vs dependency strength,689,0.09334314577517393,0.014243982130737638,0.548671353516115,205
ZNF438,C-604 2 uM endpoint vs dependency strength,689,0.09331238958243201,0.01427611359605798,0.548671353516115,206
GJC3,C-604 2 uM endpoint vs dependency strength,689,0.0932129503560994,0.014380436309510154,0.5496501165062466,207
RASGRP1,C-604 2 uM endpoint vs dependency strength,689,0.09305157207850409,0.01455116815751069,0.5496501165062466,208
EPC2,C-604 2 uM endpoint vs dependency strength,689,0.0928351624293178,0.01478291894541783,0.5496501165062466,209
PTPN14,C-604 2 uM endpoint vs dependency strength,689,0.0927554917433825,0.014869051288611292,0.5496501165062466,210
EML2,C-604 2 uM endpoint vs dependency strength,689,0.09271065190271281,0.01491772163573716,0.5496501165062466,211
TTC21B,C-604 2 uM endpoint vs dependency strength,689,0.0926688063362058,0.014963268198988586,0.5496501165062466,212
H2AC7,C-604 2 uM endpoint vs dependency strength,689,0.09260122166609165,0.015037088512876018,0.5496501165062466,213
SMG9,C-604 2 uM endpoint vs dependency strength,689,0.09245749650213693,0.01519513929108672,0.552225596001859,214
TNIP1,C-604 2 uM endpoint vs dependency strength,689,0.09232981360956533,0.015336771230657246,0.552225596001859,215
HLA_C,C-604 2 uM endpoint vs dependency strength,689,0.09232487317340465,0.015342274623010093,0.552225596001859,216
SLC4A7,C-604 2 uM endpoint vs dependency strength,689,0.09215350942862453,0.015534241713437065,0.5566953541658347,217
VIPAS39,C-604 2 uM endpoint vs dependency strength,689,0.09211905543467666,0.015573091816450455,0.5566953541658347,218
CTDNEP1,C-604 2 uM endpoint vs dependency strength,689,0.09203566604666136,0.01566747444439944,0.5566953541658347,219
RRS1,C-604 2 uM endpoint vs dependency strength,689,0.09201323120227613,0.015692952442338266,0.5566953541658347,220
DAZAP1,C-604 2 uM endpoint vs dependency strength,689,0.0919162980548584,0.01580345248326616,0.5581184887793501,221
CHD1,C-604 2 uM endpoint vs dependency strength,689,0.09184875053666508,0.015880857192237734,0.5581184887793501,222
OLA1,C-604 2 uM endpoint vs dependency strength,689,0.09179264160914023,0.01594540681433626,0.5581184887793501,223
HAGHL,C-604 2 uM endpoint vs dependency strength,689,0.09177985849320786,0.015960145101972696,0.5581184887793501,224
PFN1,C-604 2 uM endpoint vs dependency strength,689,0.09162690855496766,0.01613741781837974,0.5619700137908341,225
ANKRD49,C-604 2 uM endpoint vs dependency strength,689,0.09157246274303207,0.016200937334510532,0.5619700137908341,226
SLC30A8,C-604 2 uM endpoint vs dependency strength,689,0.09145977679874617,0.016333099886568312,0.5635102836625753,227
SERINC2,C-604 2 uM endpoint vs dependency strength,689,0.09140149269060616,0.01640182795917451,0.5637810563474965,228
WDR53,C-604 2 uM endpoint vs dependency strength,689,0.0913629306089062,0.01644743923422999,0.5637810563474965,229
HAT1,C-604 2 uM endpoint vs dependency strength,689,0.09136097252054472,0.016449758226471566,0.5637810563474965,230
CD151,C-604 2 uM endpoint vs dependency strength,689,0.09118724719059151,0.016656647677968112,0.5641513789715182,231
BAMBI,C-604 2 uM endpoint vs dependency strength,689,0.09109211203903343,0.016770907382568517,0.5641513789715182,232
CAPN15,C-604 2 uM endpoint vs dependency strength,689,0.0909624768957031,0.016927707368074897,0.5649234432799263,233
PGLYRP1,C-604 2 uM endpoint vs dependency strength,689,0.09095392409639008,0.01693809739143272,0.5649234432799263,234
FANCA,C-604 2 uM endpoint vs dependency strength,689,0.09095007258164833,0.016942778072214004,0.5649234432799263,235
ENOX2,C-604 2 uM endpoint vs dependency strength,689,0.0908153306658269,0.01710724218301548,0.5660194264591949,236
TBC1D2,C-604 2 uM endpoint vs dependency strength,689,0.09058873705508953,0.017386971770949503,0.5697959034651165,237
VSIG10L,C-604 2 uM endpoint vs dependency strength,689,0.09049478306687464,0.017504126581506633,0.5712148215869162,238
RIPPLY1,C-604 2 uM endpoint vs dependency strength,689,0.09047421093259975,0.017529870723504315,0.5712148215869162,239
FAM168B,C-604 2 uM endpoint vs dependency strength,689,0.09019349927188289,0.017884479191312353,0.5733659801157193,240
CENPO,C-604 2 uM endpoint vs dependency strength,689,0.09017568873847324,0.01790718839096879,0.5733659801157193,241
CYB5B,C-604 2 uM endpoint vs dependency strength,689,0.09006655275097686,0.018046892710649073,0.5733659801157193,242
DACH1,C-604 2 uM endpoint vs dependency strength,689,0.09006326812664169,0.01805111206255533,0.5733659801157193,243
REXO1,C-604 2 uM endpoint vs dependency strength,689,0.08995452977146168,0.01819128236808001,0.5736271520974943,244
JHY,C-604 2 uM endpoint vs dependency strength,689,0.08992743812973338,0.01822635276275999,0.5736271520974943,245
